0.0000e+00, -1.6300e-01, -8.8589e-02
2.0000e-02, -1.6500e-01, -8.9676e-02
2.0300e-02, -1.6503e-01, -8.9692e-02
2.0604e-02, -1.6506e-01, -8.9709e-02
2.0913e-02, -1.6510e-01, -8.9726e-02
2.1227e-02, -1.6513e-01, -8.9743e-02
2.1545e-02, -1.6516e-01, -8.9760e-02
2.1868e-02, -1.6519e-01, -8.9778e-02
2.2196e-02, -1.6522e-01, -8.9795e-02
2.2529e-02, -1.6526e-01, -8.9814e-02
2.2867e-02, -1.6529e-01, -8.9832e-02
2.3210e-02, -1.6533e-01, -8.9851e-02
2.3558e-02, -1.6536e-01, -8.9869e-02
2.3911e-02, -1.6540e-01, -8.9889e-02
2.4270e-02, -1.6543e-01, -8.9908e-02
2.4634e-02, -1.6547e-01, -8.9928e-02
2.5003e-02, -1.6550e-01, -8.9948e-02
2.5378e-02, -1.6554e-01, -8.9968e-02
2.5759e-02, -1.6558e-01, -8.9989e-02
2.6145e-02, -1.6562e-01, -9.0010e-02
2.6537e-02, -1.6566e-01, -9.0031e-02
2.6935e-02, -1.6570e-01, -9.0053e-02
2.7339e-02, -1.6574e-01, -9.0075e-02
2.7749e-02, -1.6578e-01, -9.0097e-02
2.8165e-02, -1.6582e-01, -9.0120e-02
2.8587e-02, -1.6586e-01, -9.0143e-02
2.9016e-02, -1.6591e-01, -9.0166e-02
2.9451e-02, -1.6595e-01, -9.0190e-02
2.9893e-02, -1.6599e-01, -9.0214e-02
3.0341e-02, -1.6604e-01, -9.0238e-02
3.0796e-02, -1.6608e-01, -9.0263e-02
3.1258e-02, -1.6613e-01, -9.0288e-02
3.1727e-02, -1.6618e-01, -9.0313e-02
3.2202e-02, -1.6622e-01, -9.0339e-02
3.2685e-02, -1.6627e-01, -9.0366e-02
3.3175e-02, -1.6632e-01, -9.0392e-02
3.3673e-02, -1.6637e-01, -9.0419e-02
3.4178e-02, -1.6642e-01, -9.0447e-02
3.4690e-02, -1.6647e-01, -9.0475e-02
3.5211e-02, -1.6653e-01, -9.0503e-02
3.5739e-02, -1.6658e-01, -9.0531e-02
3.6275e-02, -1.6663e-01, -9.0561e-02
3.6819e-02, -1.6669e-01, -9.0590e-02
3.7371e-02, -1.6674e-01, -9.0620e-02
3.7931e-02, -1.6680e-01, -9.0651e-02
3.8500e-02, -1.6685e-01, -9.0682e-02
3.9077e-02, -1.6691e-01, -9.0713e-02
3.9663e-02, -1.6697e-01, -9.0745e-02
4.0258e-02, -1.6702e-01, -9.0770e-02
4.0862e-02, -1.6705e-01, -9.0787e-02
4.1475e-02, -1.6708e-01, -9.0803e-02
4.2097e-02, -1.6711e-01, -9.0820e-02
4.2728e-02, -1.6714e-01, -9.0837e-02
4.3369e-02, -1.6717e-01, -9.0855e-02
4.4019e-02, -1.6721e-01, -9.0872e-02
4.4679e-02, -1.6724e-01, -9.0890e-02
4.5349e-02, -1.6727e-01, -9.0908e-02
4.6029e-02, -1.6731e-01, -9.0927e-02
4.6719e-02, -1.6734e-01, -9.0946e-02
4.7420e-02, -1.6738e-01, -9.0965e-02
4.8131e-02, -1.6741e-01, -9.0984e-02
4.8853e-02, -1.6745e-01, -9.1004e-02
4.9585e-02, -1.6748e-01, -9.1024e-02
5.0329e-02, -1.6752e-01, -9.1044e-02
5.1084e-02, -1.6756e-01, -9.1064e-02
5.1850e-02, -1.6760e-01, -9.1085e-02
5.2627e-02, -1.6764e-01, -9.1106e-02
5.3417e-02, -1.6767e-01, -9.1128e-02
5.4218e-02, -1.6771e-01, -9.1149e-02
5.5031e-02, -1.6776e-01, -9.1172e-02
5.5856e-02, -1.6780e-01, -9.1194e-02
5.6694e-02, -1.6784e-01, -9.1217e-02
5.7544e-02, -1.6788e-01, -9.1240e-02
5.8407e-02, -1.6792e-01, -9.1263e-02
